STATION_ZONE,STATION_DIV,STATION_CODE,STATION_NAME,amenities1,amenities2,ALL_AMENITIES,TOTAL_AMENITIES
KR,KAWR,MAO,MADGAON,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SR,SA,MAP,MORAPPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,PGT,MAQ,MANGALORE CENTRAL,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SW,SBC,MAR,MULANUR,[],[],[],0
SR,MAS,MAS,MGR CHENNAI CTL,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
NE,BSB,MAU,MAU JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NR,DLI,MAUR,MAUR,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NR,LKO,MAY,MARIAHU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,BKN,MAYR,MAYAR,[],[],[],0
NR,MB,MB,MORADABAD JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NC,JHS,MBA,MAHOBA JN.,['Drinking Water'],"['AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'AC Lounge', 'Wheelchair Access(10)', 'Sanitary Product']",4
ER,SDAH,MBB,MURSHIDABAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,LKO,MBDD,MA BRAHI D DHAM,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NR,LKO,MBDP,MA BELHADEVI DP,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
NF,LMG,MBG,MAIBANG,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
EC,SPJ,MBI,MADHUBANI,"['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NR,LKO,MBLP,MAH BIJLI PASI,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
SR,MAS,MBM,MAMBALAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NW,JU,MBNL,MARWAR BHINMAL,"['Waiting Room', 'Drinking Water']",['Wheelchair Access(10)'],"['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)']",3
SC,HYB,MBNR,MAHABUBNAGAR,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
NE,LJN,MBP,MOHIBULLAPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,BSB,MBS,MADHOSINGH,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
NW,BKN,MBY,MANDI DABWALI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,KGP,MCA,MECHEDA,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
NR,LKO,MCDA,MA CHANDIKA D D,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
SC,SC,MCI,MANCHIRYAL,"['Waiting Room', 'Drinking Water']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",6
SR,MAS,MCN,MUKUNDARAYAPURAM,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
EC,DHN,MCQ,MIRCHADHORHI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EO,KUR,MCS,MANCHESWAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,JHS,MCSC,M C CHHATARPUR,"['Waiting Room', 'Drinking Water']","['Wheelchair Access(10)', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",4
NR,FZR,MCTM,MTYR C TUSHAR M,"['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SC,GTL,MCU,MULACALACHERUVU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,BPL,MDDP,MANDI DIP,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
EC,DNR,MDE,MAKHDUMPUR GAYA,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SE,ADRA,MDF,MURADI,[],[],[],0
SB,BSP,MDGR,MANENDRAGARH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DDU,MDJ,MUHAMMADGANJ,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
NW,AII,MDJN,MADAR JN,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SE,ADRA,MDKD,MADHUKUNDA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,AII,MDL,MANDAL,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
ER,MLDT,MDLE,MANDAR HILL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SE,KGP,MDN,MIDNAPORE,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,DLI,MDNR,MODINAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,MDP,MADHUPUR JN.,"['Waiting Room', 'Drinking Water', 'Food Stalls']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Waiting Room', 'Drinking Water', 'Food Stalls', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",7
WR,RJT,MDPR,MODPUR,[],[],[],0
SC,SC,MDR,MADHIRA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,JBP,MDRR,MADHAVNAGAR ROAD,[],['AC Lounge'],['AC Lounge'],1
WR,RTM,MDS,MANDSOR,[],"['Wheelchair Access(10)', 'Sanitary Product']","['Wheelchair Access(10)', 'Sanitary Product']",2
NF,APDJ,MDT,MADARIHAT,[],"['AC Lounge', 'Wheelchair Access(4)']","['AC Lounge', 'Wheelchair Access(4)']",2
SR,MDU,MDU,MADURAI JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
SC,BZA,MDUN,MADHURANAGAR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,BZA,MDVL,MANDAVALLI,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NW,JU,MDW,MARWAR MUNDWA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,HYB,MED,MEDCHAL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,MEJ,VANCHI MANIYACHCHI J,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,KOTA,MEP,MAHIDPUR ROAD,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NR,LKO,MEQ,MALETHU KANAK,[],['AC Lounge'],['AC Lounge'],1
EC,DHN,MESR,MESRA,[],"['AC Lounge', 'Wheelchair Access(2)']","['AC Lounge', 'Wheelchair Access(2)']",2
NR,UMB,MET,MALERKOTLA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,BSB,MEW,MARHAURA,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NR,FZR,MEX,MUKERIAN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,UMB,MFB,MUSTAFABAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,MFJ,MUFTIGANJ HALT,[],[],[],0
NR,LKO,MFKA,MUSAFIRKHANA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,SEE,MFP,MUZAFFARPUR JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
WC,JBP,MFQ,MAHROI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,PRYJ,MFX,MADARAHA,[],[],[],0
ER,HWH,MGAE,MORGRAM,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GTL,MGB,MUDIGUBBA,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NF,LMG,MGE,MIGRENDISA,[],[],[],0
NF,LMG,MGKM,MANGIAKAMI,[],[],[],0
ER,MLDT,MGLE,MANIGRAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,SDAH,MGM,MURAGACHHA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EC,DHN,MGME,MCCLUSKIEGANJ,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
WR,RTM,MGN,MEGHNAGAR,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
ER,MLDT,MGR,MONGHYR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,APDJ,MHBA,MATHABHANGA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,HYB,MHBT,MAHABUBNAGAR TOWN HA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,MHC,MASRAKH,[],"['AC Lounge', 'Wheelchair Access(10)']","['AC Lounge', 'Wheelchair Access(10)']",2
WR,BRC,MHD,MAHEMADAVAD KHEDA RO,[],['Wheelchair Access(9)'],['Wheelchair Access(9)'],1
NE,LJN,MHH,MAGHAR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,KIR,MHI,MANIHARI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NW,BKN,MHJ,MAHAJAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NF,KIR,MHPR,MAHIYARPUR,[],[],[],0
SE,ADRA,MHQ,MOHUDA,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
NW,BKN,MHRG,MAHENDRAGARH,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DHN,MHSA,MAHESHPUR A,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,MHT,MANJHI F,[],"['AC Lounge', 'Wheelchair Access(2)']","['AC Lounge', 'Wheelchair Access(2)']",2
NW,BKN,MHU,MANHERU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
ER,ASN,MHUR,MOHANPUR,[],[],[],0
WR,BVP,MHV,MAHUVA JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,AGRA,MIA,MANIA,[],[],[],0
WR,BCT,MID,MADHI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NR,LKO,MIH,MIHRAWAN,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,CKP,MIK,MANIKUI,[],[],[],0
NR,MB,MIL,MILAK,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
NE,LJN,MIM,MANIRAM,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,BPL,MINA,MIYANA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,WAT,MIPM,MARRIPALEM PH,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NC,AGRA,MIQ,MIRHAKUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,AII,MJ,MARWAR JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
NC,PRYJ,MJA,MEJA ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,RNY,MJBT,MAJBAT,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SC,HYB,MJF,MALKAJGIRI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,JBP,MJG,MAJHGAWAN,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NC,PRYJ,MJHR,MAJHIARI,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EC,SPJ,MJL,MAJHOWALIA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NF,TSK,MJN,MAKUM JN.,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NW,JP,MJNL,MAJRI NANGAL,[],[],[],0
CR,NGP,MJRI,MAJRI JN.,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
SR,PGT,MJS,MANJESHWAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,NGP,MJY,MARAMJHIRI,[],[],[],0
NE,IZN,MJZ,MAJHOLA PAKARIYA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
EC,DNR,MKA,MOKAMA JN.,['Drinking Water'],"['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Drinking Water', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",5
EC,DNR,MKB,MANKATHA,[],[],[],0
WR,RTM,MKC,MAKSI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,JBP,MKD,MARKUNDI,[],['AC Lounge'],['AC Lounge'],1
SC,NED,MKDD,MUKUNDWADI,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
NR,LKO,MKDM,MA KALIKAN DHAM,[],['AC Lounge'],['AC Lounge'],1
NW,JP,MKH,MALAKHERA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,JU,MKN,MAKRANA JN.,['Drinking Water'],['Wheelchair Access(10)'],"['Drinking Water', 'Wheelchair Access(10)']",2
SE,KGP,MKO,MARKONA,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
NC,PRYJ,MKP,MANIKPUR JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,GTL,MKR,MADDIKERA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
EO,WAT,MKRD,MACHHKUNDA ROAD,[],[],[],0
WC,JBP,MKRN,MAKRONIA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,MKS,MUKTSAR,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
NW,JU,MKSR,MOKALSAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
CR,BSL,MKU,MALKAPUR,['Drinking Water'],"['Wheelchair Access(10)', 'Sanitary Product']","['Drinking Water', 'Wheelchair Access(10)', 'Sanitary Product']",3
WC,KOTA,MKX,MORAK,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,LKO,ML,MALHOUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NC,JHS,MLAR,MALANPUR,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,MB,MLD,MALIHABAD,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
ER,MLDT,MLDT,MALDA TOWN,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
WR,RTM,MLG,MALHARGARH,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,KOTA,MLGH,MANDALGARH,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
WR,BVP,MLHA,MALIYA HATINA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,LKO,MLJ,MOHANLALGANJ,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MAS,MLMR,MELMARUVATHUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,LJN,MLN,MAILANI JN.,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
SW,SBC,MLO,MALUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,MLP,MALLAPUR,[],[],[],0
NR,LKO,MLPR,MALIPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,PGT,MLTR,MELATTUR,[],['Wheelchair Access(7)'],['Wheelchair Access(7)'],1
ER,HWH,MLV,MALLARPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,SC,MLY,MAULA ALI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,KOTA,MLZ,MALARNA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NE,BSB,MMA,MUHAMMADABAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NE,LJN,MMB,MAHMUDABAD (AVADH),[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,BCT,MMCT,MUMBAI CENTRAL,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'AC Lounge', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",12
SR,SA,MMH,MAHADANAPURAM,[],['Wheelchair Access(3)'],['Wheelchair Access(3)'],1
SW,UBL,MMI,MARIYAMANAHALLI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SR,MAS,MMK,MADURANTAKAM,[],['Wheelchair Access(5)'],['Wheelchair Access(5)'],1
EC,DNR,MMKB,MEKRA MEMERKHA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WC,JBP,MML,MADAN MAHAL,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,MDU,MMM,MANDAPAM,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Bus Connectivity', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",11
SC,GTL,MMPL,MANTAPAMPALLE,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
CR,BSL,MMR,MANMAD JN.,"['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff']","['Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']","['Higher No of Toilet Stalls', 'Waiting Room', 'Drinking Water', 'Food Stalls', 'Additional Entries/Exits', 'Bigger Cleaning Staff', 'Coolie Required(10)', 'Wheelchair Access(10)', 'Kids Play Area', 'Sanitary Product']",10
EO,KUR,MMS,MANDASA ROAD,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SE,CKP,MMV,MAHALI MARUP,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,CKP,MMVR,MURGA-MAHADEV ROAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,JU,MMY,MARWAR MATHANIYA,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
SC,SC,MMZ,MANDAMARI,[],['Wheelchair Access(2)'],['Wheelchair Access(2)'],1
ER,ASN,MNAE,MANKAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
ER,ASN,MNC,MADANKATA H,[],[],[],0
NE,LJN,MND,MUNDERWA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SB,R,MNDH,MANDIR HASAUD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NR,MB,MNDR,MANDI DHANAURA,[],['Wheelchair Access(8)'],['Wheelchair Access(8)'],1
EC,SEE,MNE,MANSI JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,PRYJ,MNF,MANDA ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EO,SBP,MNGD,MUNIGUDA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
KR,RN,MNI,MANGAON,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SW,UBL,MNL,MINCHNAL,[],[],[],0
SR,MDU,MNM,MANAMADURAI JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,SEE,MNO,MEHNAR ROAD,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
EC,DNR,MNP,MANANPUR,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
NC,PRYJ,MNQ,MAINPURI JN.,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NF,KIR,MNS,MANSHAHI,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,BKN,MNSR,MANAKSAR,[],[],[],0
SR,TVC,MNTT,MULANTURTTI,[],['Wheelchair Access(6)'],['Wheelchair Access(6)'],1
WC,BPL,MNV,MUNGAOLI,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SC,HYB,MOB,MANOHARABAD,[],[],[],0
NF,TSK,MOBD,MOUBUND,[],[],[],0
NR,LKO,MOF,MONDH,[],"['AC Lounge', 'Wheelchair Access(1)']","['AC Lounge', 'Wheelchair Access(1)']",2
EC,SEE,MOG,MOHIUDDINNAGAR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,FZR,MOGA,MOGA,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
WC,BPL,MOJ,MOHANA,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
WR,RJT,MOL,MULI ROAD,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SW,MYS,MOMU,MOLAKALMURU,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
NW,JU,MON,MODRAN,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
SR,SA,MONR,MOHANUR,[],['Wheelchair Access(4)'],['Wheelchair Access(4)'],1
SC,GTL,MOO,MUDDANURU,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,UMB,MOT,MALOUT,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NR,MB,MOTC,MOTICHUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
NC,JHS,MOTH,MOTH,[],['Wheelchair Access(1)'],['Wheelchair Access(1)'],1
SE,CKP,MOU,MANOHARPUR,[],['Wheelchair Access(10)'],['Wheelchair Access(10)'],1
